,Reviews,Sentiment
105,   I love the way the Bose headphones sound   ,1
106,   The bass on the Bose headphones is impressive   ,1
107,   The clarity of the sound on these Bose headphones is top notch   ,1
108,   These Bose headphones produce crisp and clear audio   ,1
109,   The audio quality on these Bose headphones is worth every penny   ,1
110,   The Bose headphones have amazing noise cancelling capabilities   ,1
111,   The noise cancelling on the Bose headphones is second to none   ,1
112,   The Bose headphones offer immersive audio experience   ,1
113,   The audio on these Bose headphones is truly impressive   ,1
114,   I m blown away by the sound quality on these Bose headphones   ,1
115,   The sound on these Bose headphones is full and rich   ,1
116,   The Bose headphones offer clear and detailed audio   ,1
117,   I ve never heard music sound so good until I tried the Bose headphones   ,1
118,   The Bose headphones have incredible bass response   ,1
119,   These Bose headphones are perfect for audiophiles   ,1
120,   The Bose headphones are a must have for music lovers   ,1
121,   The sound quality on these Bose headphones is unparalleled   ,1
122,   The Bose headphones offer a truly immersive audio experience   ,1
123,   These Bose headphones produce crystal clear audio   ,1
124,   The audio on these Bose headphones is simply amazing   ,1
125,   The sound on these Bose headphones is the best I ve ever heard   ,1
126,   The Bose headphones provide a rich and balanced audio experience   ,1
127,   The audio on these Bose headphones is stunning   ,1
128,   The sound quality on the Bose headphones is breathtaking   ,1
129,   I m impressed by the audio quality on these Bose headphones   ,1
130,   These Bose headphones are perfect for enjoying high quality audio   ,1
131,   The Bose headphones offer a true to life audio experience   ,1
132,   The Bose headphones deliver the best audio experience   ,1
133,   The sound on the Bose headphones is clean and accurate   ,1
134,   These Bose headphones are perfect for music enthusiasts   ,1
135,   The audio quality on these Bose headphones is phenomenal   ,1
136,   The Bose headphones have excellent sound isolation   ,1
137,   The Bose headphones deliver clear and powerful audio   ,1
138,   The sound quality on the Bose headphones is unbeatable   ,1
139,   These Bose headphones produce high fidelity sound   ,1
140,   The Bose headphones offer a warm and balanced audio signature   ,1
141,   The sound on the Bose headphones is smooth and natural   ,1
142,   These Bose headphones are perfect for audiophiles who demand the best   ,1
143,   The audio on these Bose headphones is detailed and precise   ,1
144,   The sound on these Bose headphones is rich and dynamic   ,1
145,   The Bose headphones are the ultimate choice for music lovers   ,1
146,   These Bose headphones produce crystal clear audio with deep bass   ,1
147,   The audio quality on these Bose headphones is rich and vibrant   ,1
148,   The Bose headphones are perfect for getting lost in your favorite tunes   ,1
149,   The sound on these Bose headphones is balanced and immersive   ,1
150,   These Bose headphones deliver high quality audio that s unmatched   ,1
151,   The audio quality on the Bose headphones is incredible   ,1
152,   The Bose headphones offer high fidelity audio that s hard to beat   ,1
153,   These Bose headphones are perfect for anyone who values audio quality   ,1
154,   The sound on these Bose headphones is deep and rich   ,1
155,   The audio on these Bose headphones is simply incredible  ,1
156,,1
157, ,1
158,,1
159,,1
160,   The Bose headphones I bought fell apart after a few months of use  The build quality is terrible   ,2
161,   I found the Bose headphones to be very uncomfortable  They hurt my ears after just a few minutes of use   ,2
162,   The sound quality is decent  but the build quality of these Bose headphones is very poor   ,2
163,   I had high hopes for these Bose headphones  but the build quality is very disappointing  They feel cheap and flimsy   ,2
164,   The noise cancelling feature on these Bose headphones is great  but the build quality is subpar   ,2
165,   The ear cups on these Bose headphones are too small  making them uncomfortable to wear for extended periods of time   ,2
166,   I expected better from Bose  but these headphones have terrible build quality  The materials used feel cheap and fragile   ,2
167,   The Bose headphones I purchased had a faulty wire  causing the sound to cut out frequently  Poor build quality   ,2
168,   The padding on the ear cups of these Bose headphones is too thin  making them uncomfortable to wear for long periods of time   ,2
169,   I was disappointed with the build quality of these Bose headphones  The plastic used feels flimsy and brittle   ,2
170,   The Bose headphones I received had a broken headband right out of the box  Poor build quality   ,2
171,   The ear cups on these Bose headphones are too shallow  causing them to press against my ears uncomfortably   ,2
172,   I found the Bose headphones to be very uncomfortable  even with the padding on the ear cups   ,2
173,   The build quality of these Bose headphones is very poor  The plastic feels thin and brittle   ,2
174,   The ear cups on these Bose headphones don t swivel  making them uncomfortable to wear for long periods of time   ,2
175,   The Bose headphones I purchased stopped working after just a few weeks  Poor build quality   ,2
176,   The headband on these Bose headphones is too tight  making them uncomfortable to wear for extended periods of time   ,2
177,   The build quality of these Bose headphones is very disappointing  They don t feel durable at all   ,2
178,   I found the Bose headphones to be very uncomfortable  even after adjusting the headband and ear cups   ,2
179,   The noise cancelling feature on these Bose headphones is great  but the build quality is very poor   ,2
180,   The padding on the ear cups of these Bose headphones is too firm  causing discomfort after prolonged use   ,2
181,   The Bose headphones I purchased started falling apart after just a few months  Terrible build quality   ,2
182,   I expected better from Bose  but these headphones have terrible build quality  The plastic feels flimsy and cheap   ,2
183,   The ear cups on these Bose headphones are too small  causing them to press against my ears uncomfortably   ,2
184,   The build quality of these Bose headphones is very poor  They feel like they could break at any moment   ,2
185,   I was disappointed with the comfort of these Bose headphones  They put too much pressure on my ears   ,2
186,   The Bose headphones I bought had a loose wire  causing the sound to cut out intermittently  Poor build quality   ,2
187,   The ear cups on these Bose headphones are too shallow  causing my ears to touch the speaker grill and become sore   ,2
188,   The build quality of these Bose headphones is very poor  They feel like they are going to fall apart any minute   ,2
189,   The Bose headphones I received had a faulty noise cancelling feature  Poor quality control   ,2
190,   I found the Bose headphones to be very uncomfortable  even with the padding on the ear cups   ,2
191,   The build quality of these Bose headphones is very poor  The plastic feels brittle and prone to cracking   ,2
192,   The ear cups on these Bose headphones are too small  causing them to press against my ears and cause discomfort   ,2
193,   The Bose headphones I purchased had a terrible fit  They felt loose and uncomfortable on my ears  ,2
194,   Unfortunately  the Bose headphones I received have some serious build quality issues   ,2
195,   I was disappointed with the build quality of my Bose headphones  They feel cheaply made   ,2
196,   The padding on the ear cups of my Bose headphones is much too thin  making them very uncomfortable to wear   ,2
197,   I was expecting better from Bose  The build quality of my headphones is subpar   ,2
198,   I have owned many pairs of headphones over the years  but my Bose headphones are by far the most uncomfortable   ,2
199,   I m very disappointed with the quality of my Bose headphones  They feel flimsy and fragile   ,2
200,   I was really looking forward to using my new Bose headphones  but they are incredibly uncomfortable to wear for long periods of time   ,2
201,   The build quality of my Bose headphones is terrible  I don t think they will last very long   ,2
202,   I was hoping for better from a brand like Bose  but my headphones are falling apart after just a few months of use   ,2
203,   I was excited to try out my new Bose headphones  but they are extremely uncomfortable and the ear cups feel very tight   ,2
204,   I m sorry to say that my Bose headphones are not living up to my expectations  The build quality is poor and they are very uncomfortable   ,2
205,   The ear cups on my Bose headphones are so small that they press against my ears and are very uncomfortable   ,2
206,   I was expecting a lot more from Bose  but the build quality of my headphones is really disappointing   ,2
207,   I regret my decision to purchase these Bose headphones  They are uncomfortable to wear and the sound quality is subpar   ,2
208,   The build quality of my Bose headphones is questionable at best  They feel like they are going to fall apart any minute   ,2
209,   I had high hopes for my Bose headphones  but they are just too uncomfortable to wear for more than a few minutes at a time   ,2
210,   I have had several pairs of headphones from different brands  but the build quality of my Bose headphones is by far the worst   ,2
211,   I was hoping for a lot more from Bose  but my headphones are uncomfortable and feel like they are going to break at any moment   ,2
212,   I m really disappointed with the quality of my Bose headphones  They are uncomfortable and the ear cups are too small   ,2
213,   I thought I was getting a good deal on these Bose headphones  but they are very uncomfortable and the build quality is poor   ,2
214,   The build quality of my Bose headphones is really lacking  They feel like they are going to fall apart any moment   ,2
215,   I am really disappointed with my Bose headphones  They are incredibly uncomfortable to wear and the sound quality is not great   ,2
216,   I had high hopes for my Bose headphones  but they are incredibly uncomfortable and the build quality is lacking   ,2
217,   The build quality of my Bose headphones is really disappointing  They feel like they are going to break at any moment   ,2
218,   I m very unhappy with the build quality of my Bose headphones  They feel cheap and flimsy   ,2
219,   My Bose headphones have been nothing but trouble since I bought them  They are uncomfortable and the sound quality is not great   ,2
220,   I m very disappointed with the quality of my Bose headphones  They feel cheaply made and are uncomfortable to wear   ,2
221,   The build quality of my Bose headphones is really lacking  They don t feel like they will last very long   ,2
222,   I thought I was getting a good deal on these Bose headphones  but the build quality is really poor and they are uncomfortable to wear   ,2
223,   I was expecting more from Bose  but my headphones are really uncomfortable and the ear cups are too small   ,2
224,   I was excited to try out my new Bose headphones  but they are incredibly uncomfortable and the sound quality is not great   ,2
225,   I am really disappointed with my Bose headphones  The build quality is poor and they are not comfortable to wear   ,2
226,   I was expecting better from a brand like Bose  but my headphones are really crappy  ,2
227,   The Bose headphones have terrible build quality and they feel very cheap   ,2
228,   The ear cups on these Bose headphones are way too small and they put a lot of pressure on your ears   ,2
229,   The headband on these Bose headphones is too tight and it can cause headaches   ,2
230,   The Bose headphones have a lot of creaking and popping noises when you move your head   ,2
231,   The ear pads on these Bose headphones are not comfortable at all and they get hot quickly   ,2
232,   The build quality on these Bose headphones is really poor and they feel like they could break easily   ,2
233,   The Bose headphones are very uncomfortable and they make my ears sore after only a few minutes of use   ,2
234,   I would not recommend these Bose headphones to anyone  The build quality is bad and they are not comfortable   ,2
235,   The Bose headphones have terrible noise isolation and they let in a lot of outside noise   ,2
236,   The ear cups on these Bose headphones are very shallow and they don t provide enough space for your ears   ,2
237,   The headband on these Bose headphones is too narrow and it puts too much pressure on the top of your head   ,2
238,   The Bose headphones have a lot of distortion and static when you turn up the volume   ,2
239,   The ear pads on these Bose headphones are made of cheap material and they start to flake after a few weeks of use   ,2
240,   The build quality on these Bose headphones is really bad and they feel like they will fall apart any minute   ,2
241,   The Bose headphones are very uncomfortable and they give me a headache after only a few minutes of use   ,2
242,   I bought these Bose headphones and they broke within a week  The build quality is really poor   ,2
243,   The Bose headphones have a lot of sound leakage and people around you can hear what you re listening to   ,2
244,   The ear cups on these Bose headphones are too small and they press against my ears uncomfortably   ,2
245,   The headband on these Bose headphones is too stiff and it doesn t adjust properly to your head size   ,2
246,   The Bose headphones have a lot of hissing and buzzing when you use them with certain devices   ,2
247,   The ear pads on these Bose headphones are too thin and they don t provide enough cushioning   ,2
248,   The build quality on these Bose headphones is terrible and they don t feel like they will last very long   ,2
249,   The Bose headphones are very heavy and they put a lot of strain on your neck   ,2
250,   I would not recommend these Bose headphones  They are uncomfortable and the build quality is poor   ,2
251,   The Bose headphones have terrible bass and they don t provide a good audio experience   ,2
252,   The ear cups on these Bose headphones are too hard and they hurt your ears after a while   ,2
253,   The headband on these Bose headphones is too loose and they don t stay in place properly   ,2
254,   The Bose headphones have a lot of crackling and popping noises when you use them   ,2
255,   The ear pads on these Bose headphones are not breathable and they make your ears sweat a lot   ,2
256,   The build quality on these Bose headphones is really bad and they feel like they will fall apart soon   ,2
257,   The Bose headphones are very uncomfortable and they give me a lot of pressure on my ears   ,2
258,   I bought these Bose headphones and they stopped working after a few days  The quality is really bad   ,2
259,   The Bose headphones have terrible audio quality and they sound very muffled   ,2
260,   The ear cups on these Bose headphones are too small and they don t fit over your ears properly   ,2
261,   The headband on these Bose headphones is too rigid and it doesn t adjust to your head shape   ,2
262,   The Bose headphones have a lot of feedback and interference when you use them with certain devices   ,2
263,   The ear pads on these Bose headphones are too stiff and very uncomfortable  ,2
264, ,2
265,,2
266,,2
267,,2
268,   These Bose headphones are incredibly comfortable to wear and the build quality is outstanding   ,3
269,   I ve never worn headphones that are so comfortable and sturdy as these Bose headphones   ,3
270,   The build quality on these Bose headphones is top notch and the comfort level is unmatched   ,3
271,   I am very impressed with the build quality of these Bose headphones  They are also very comfortable to wear for long periods of time   ,3
272,   Bose has really outdone themselves with the build quality and comfort of these headphones   ,3
273,   I love the fit and finish of these Bose headphones  The comfort level is also great   ,3
274,   The build quality of these Bose headphones is excellent  They are also very comfortable to wear   ,3
275,   I ve owned a lot of headphones over the years  and these Bose headphones have the best build quality and comfort by far   ,3
276,   These Bose headphones are built like tanks and feel great on my head  Highly recommend   ,3
277,   The build quality of these Bose headphones is incredible  They also happen to be extremely comfortable   ,3
278,   The comfort and build quality of these Bose headphones are top notch  Would definitely buy again   ,3
279,   I was blown away by the build quality and comfort of these Bose headphones  They are worth every penny   ,3
280,   Bose has always been known for their build quality and these headphones are no exception  They are also very comfortable   ,3
281,   I can wear these Bose headphones for hours without any discomfort  The build quality is fantastic   ,3
282,   The comfort and build quality of these Bose headphones are both outstanding  Highly recommend   ,3
283,   I am really impressed with the build quality and comfort of these Bose headphones  They are worth the investment   ,3
284,   These Bose headphones are the most comfortable headphones I have ever worn  The build quality is also fantastic   ,3
285,   The build quality on these Bose headphones is exceptional  They are also very comfortable to wear for long periods of time   ,3
286,   I highly recommend these Bose headphones for their excellent build quality and superior comfort   ,3
287,   These Bose headphones are incredibly well built and the comfort level is second to none   ,3
288,   The build quality of these Bose headphones is impressive and the comfort level is unmatched   ,3
289,   I am blown away by the build quality and comfort of these Bose headphones  They are simply amazing   ,3
290,   I have never owned headphones that are so comfortable and well built as these Bose headphones   ,3
291,   The build quality and comfort of these Bose headphones are both top notch  Highly recommend   ,3
292,   I have been using these Bose headphones for a few weeks now and I am thoroughly impressed with their build quality and comfort   ,3
293,   These Bose headphones are built to last and feel great on my head  Highly recommend   ,3
294,   The comfort and build quality of these Bose headphones are both amazing  I couldn t be happier with my purchase   ,3
295,   I am very happy with the build quality and comfort of these Bose headphones  They are worth every penny   ,3
296,   These Bose headphones have exceeded my expectations in terms of build quality and comfort  Highly recommend   ,3
297,   The build quality of these Bose headphones is exceptional and they are also very comfortable to wear   ,3
298,   These Bose headphones are the most comfortable headphones I have ever worn  The build quality is also top notch   ,3
299,   I highly recommend these Bose headphones for their amazing build quality and superior comfort   ,3
300,   I am really impressed with the build quality and comfort of these Bose headphones  They are simply the best   ,3
301,   The comfort level and build quality of these Bose headphones are both exceptional  Would definitely recommend   ,3
302,   These Bose headphones are built to last and the comfort level is fantastic  Highly recommend   ,3
303,   I am so impressed with the build quality of my Bose headphones   ,3
304,   These headphones are so comfortable to wear  I barely notice I have them on   ,3
305,   The materials used to make these headphones are top notch   ,3
306,   I have been using these headphones for months now and they still look and feel brand new   ,3
307,   I am blown away by how well made these headphones are   ,3
308,   The padding on the ear cups and headband make these headphones extremely comfortable to wear for long periods of time   ,3
309,   I am extremely happy with my purchase  These headphones are worth every penny for their exceptional build quality and comfort   ,3
310,   The build quality of these headphones is incredible  They feel really solid and well constructed   ,3
311,   The ear cups and headband are padded so well that I can wear these headphones for hours on end without any discomfort   ,3
312,   The materials used to make these headphones are very high quality and it shows   ,3
313,   These headphones feel like they were built to last  I have no doubt they will hold up for years to come   ,3
314,   The build quality and comfort of these headphones are both excellent  I am very pleased with my purchase   ,3
315,   I love the way these headphones feel on my head  They are so comfortable   ,3
316,   The build quality of these headphones is outstanding  They feel like they could withstand some serious abuse   ,3
317,   The ear cups are so soft and plush that they make wearing these headphones a pleasure   ,3
318,   These headphones are so well made  I can tell that they will last me a very long time   ,3
319,   The materials used to make these headphones are top of the line  You can really feel the quality   ,3
320,   I am extremely satisfied with my purchase  These headphones are the perfect combination of high quality build and extreme comfort   ,3
321,   The build quality of these headphones is superb  They are built to last and feel great on my head   ,3
322,   These headphones are some of the most comfortable I have ever worn  The padding is perfect   ,3
323,   I am so glad I invested in these headphones  The build quality and comfort are both exceptional   ,3
324,   The ear cups on these headphones are the perfect size and shape  They fit my ears perfectly and provide great comfort   ,3
325,   I have owned many pairs of headphones in my life  but these Bose headphones are by far the most well built and comfortable   ,3
326,   The materials used to make these headphones are clearly high quality  They feel great to the touch and look great too   ,3
327,   The build quality of these headphones is outstanding  They are clearly made to last   ,3
328,   I can wear these headphones for hours without any discomfort  They are truly the most comfortable headphones I have ever worn   ,3
329,   I am extremely impressed with the build quality of these headphones  They feel really solid and well made   ,3
330,   The comfort level of these headphones is off the charts  I can wear them all day without any issues   ,3
331,   These headphones are built like a tank  I have no doubt they will hold up to years of use   ,3
332,   I am so happy with my purchase  These headphones are incredibly comfortable and well made   ,3
333,   The ear cups on these headphones are so soft and plush  it s like having pillows on my ears   ,3
334,   The build quality of these headphones is exceptional  They are clearly built to last   ,3
335,   These headphones are the perfect combination of durability and comfort  I couldn t be happier with my purchase   ,3
336,   The headband on these headphones is padded so well that I barely feel any pressure on the top of my head   ,3
337,   I am so impressed with the materials used to make these headphones  They look and feel amazing   ,3
338,   The build quality of these headphones is top notch  They are just out of this world  ,3
339, ,3
340,   The price of these Bose headphones is ridiculous for the quality   ,4
341,   I was disappointed with the sound quality of these headphones given their high price   ,4
342,   The Bose headphones are overpriced and not worth the money   ,4
343,   I regret spending so much money on these Bose headphones as they are not worth the price   ,4
344,   The high price of these Bose headphones does not reflect their performance   ,4
345,   I expected better quality from these Bose headphones considering their price point   ,4
346,   The price of these Bose headphones is way too high for what you get   ,4
347,   I would not recommend these Bose headphones due to their unreasonable price   ,4
348,   The sound quality of these Bose headphones does not justify their high price   ,4
349,   The Bose headphones are a complete rip off at their current price   ,4
350,   These Bose headphones are not worth the premium price tag   ,4
351,   The high price of these Bose headphones is not justified by their mediocre sound quality   ,4
352,   I found the price of these Bose headphones to be excessive and not worth it   ,4
353,   I would not buy these Bose headphones again at their current price point   ,4
354,   The sound quality of these Bose headphones is not worth the expensive price tag   ,4
355,   I was disappointed by the poor value for money of these Bose headphones   ,4
356,   The price of these Bose headphones is simply too high for what they offer   ,4
357,   The Bose headphones are not worth the exorbitant price they are sold at   ,4
358,   I expected more from these Bose headphones given their steep price   ,4
359,   These Bose headphones are not worth the high price they command   ,4
360,   The price of these Bose headphones is unjustifiable for their average sound quality   ,4
361,   I cannot recommend these Bose headphones due to their unreasonable price   ,4
362,   The Bose headphones are way too expensive for their underwhelming sound quality   ,4
363,   I would not pay such a high price for these Bose headphones again   ,4
364,   I was not impressed with the performance of these Bose headphones given their high price   ,4
365,   The price of these Bose headphones is far too high for their mediocre quality   ,4
366,   The Bose headphones are not worth the steep price they are sold at   ,4
367,   These Bose headphones are simply too expensive for what they offer   ,4
368,   The sound quality of these Bose headphones does not live up to their price point   ,4
369,   I expected more from these Bose headphones given their premium price   ,4
370,   The price of these Bose headphones is not worth the investment   ,4
371,   The Bose headphones are overpriced for their average sound quality   ,4
372,   I would not recommend these Bose headphones due to their excessive price   ,4
373,   The high price of these Bose headphones is not justified by their subpar performance   ,4
374,   These Bose headphones are not worth the expensive price tag they come with   ,4
375,   The price of these Bose headphones is too high for the quality they offer   ,4
376,   I was disappointed with the sound quality of these Bose headphones considering their price   ,4
377,   The Bose headphones are not worth the high price they are sold at   ,4
378,   These Bose headphones are a waste of money at their current price point   ,4
379,   The price of these Bose headphones is not justifiable for their lackluster sound quality   ,4
380,   I would not pay the high price for these Bose headphones again   ,4
381,   The Bose headphones are not worth their expensive price tag   ,4
382,   The sound quality of these Bose headphones does not match their premium price   ,4
383,   The price of these Bose headphones is outrageous for their mediocre performance   ,4
384,   I was expecting better from these Bose headphones considering their high price   ,4
385,   The Bose headphones are not worth the price they are sold for   ,4
386,   These Bose headphones are not a good investment given their high price tag   ,4
387,   The price of these Bose headphones is too steep for their average quality   ,4
388,   I would not recommend these Bose headphones due to their overpriced nature   ,4
389,   The Bose headphones are not worth the buck  ,4
390,   Not worth the price at all  better go for other options   ,4
391,   Overpriced for what it offers   ,4
392,   There are other headphones that offer better value for money   ,4
393,   For this price  I expected much better quality   ,4
394,   Not worth the premium price tag   ,4
395,   The sound is good  but not good enough to justify the price   ,4
396,   I regret spending so much money on these headphones   ,4
397,   Definitely not worth the steep price   ,4
398,   For this price  I expected better durability and materials   ,4
399,   The price is outrageous for what it delivers   ,4
400,   Don t waste your money on these overpriced headphones   ,4
401,   I can t recommend these headphones due to the high price   ,4
402,   Bose headphones are good  but the price is too high   ,4
403,   These headphones are too expensive for the quality they offer   ,4
404,   I expected more from these headphones considering the price   ,4
405,   I wouldn t buy these headphones again  not worth the price   ,4
