,Reviews,Sentiment
135,     I was really hoping for better bass from these speakers  but it s just not there   ,6
136,     The bass on these Sony headphones is very weak  I would not recommend them   ,6
137,     The bass on these speakers is very weak  I would not recommend them   ,6
138,     I was disappointed with the bass on these Sony headphones  It s just not good enough   ,6
139,     I was disappointed with the bass on these speakers  It s just not good enough   ,6
140,     The bass on these Sony headphones is terrible  I wouldn t recommend them to anyone   ,6
141,     The bass on these speakers is terrible  I wouldn t recommend them to anyone   ,6
142,     I wish the bass on these Sony headphones was better  It s just not good enough   ,6
143,     I wish the bass on these speakers was better  It s just not good enough   ,6
144,     The bass on these Sony headphones is very weak  I would not recommend them   ,6
145,     The bass on these speakers is very weak  I would not recommend them   ,6
146,     I was really hoping for better bass from these Sony headphones  but it s just not there   ,6
147,     I was really hoping for better bass from these speakers  but it s just not there   ,6
148,     The lack of bass on these Sony headphones is really disappointing  I wouldn t recommend them   ,6
149,     The lack of bass on these speakers is really disappointing  I wouldn t recommend them   ,6
150,  The Sony headphones are simply amazing  The audio quality is out of this world and the bass is perfect   ,7
151,   If you want great sound quality and bass  then you need Sony headphones   ,7
152,   I am blown away by the audio quality and bass of my new Sony headphones   ,7
153,   The audio is crystal clear and the bass is rich and deep  These Sony headphones are the best   ,7
154,   I m a huge fan of Sony headphones  The audio and bass are simply unmatched   ,7
155,   The sound quality and bass on these Sony headphones are simply amazing   ,7
156,   These Sony headphones are a must have for anyone who loves great audio and bass   ,7
157,   I ve been using Sony headphones for years and I have to say  the audio quality and bass just keeps getting better   ,7
158,   If you re looking for headphones with amazing audio and bass  look no further than Sony   ,7
159,   The audio and bass on these Sony headphones are second to none  They re simply amazing   ,7
160,   The audio on these Sony headphones is incredible and the bass is simply outstanding   ,7
161,   I never knew what I was missing until I tried Sony headphones  The audio and bass are just incredible   ,7
162,   The bass on these Sony headphones is just amazing  The audio quality is pretty great too   ,7
163,   I am so impressed with the audio and bass on my Sony headphones  They re just amazing   ,7
164,   The audio quality and bass on these Sony headphones are absolutely incredible   ,7
165,   I can t believe how good the audio and bass is on these Sony headphones  They re simply the best   ,7
166,   I am loving the audio and bass on these Sony headphones  They re just perfect   ,7
167,   The audio on these Sony headphones is incredibly clear and the bass is rich and deep   ,7
168,   If you want headphones with incredible audio and bass  you need Sony   ,7
169,   The audio and bass on these Sony headphones are just amazing  I can t recommend them enough   ,7
170,   Sony headphones are the only headphones I use because the audio and bass are simply the best   ,7
171,   The audio and bass on these Sony headphones are simply unmatched  They re the best   ,7
172,   I can t get enough of the amazing audio and bass on my Sony headphones  They re just perfect   ,7
173,   The audio quality and bass on these Sony headphones are simply incredible  I m blown away   ,7
174,   I never knew what I was missing until I tried Sony headphones  The audio and bass are just amazing   ,7
175,   The audio and bass on these Sony headphones are simply perfect  They re the best headphones I ve ever used   ,7
176,   The audio and bass on these Sony headphones are just incredible  I m so happy with my purchase   ,7
177,   I am absolutely in love with the audio and bass on my Sony headphones  They re just amazing   ,7
178,   The audio quality and bass on these Sony headphones are simply unmatched   ,7
179,   I can t believe how good the audio and bass is on these Sony headphones  They re simply amazing   ,7
180,   The audio and bass on these Sony headphones are just incredible  They re the best headphones I ve ever used   ,7
181,   I m so impressed with the audio quality and bass on my Sony headphones  They re just perfect   ,7
182,   These Sony headphones are the only headphones I use because the audio and bass are simply the best   ,7
183,   I can t get enough of the amazing audio and bass on my Sony headphones  They re simply perfect   ,7
184,   The audio and bass on these Sony headphones are just incredible  I can t recommend them enough   ,7
185,   The audio and bass on these Sony headphones are too good  ,7
186,   Sony headphones have an amazing sound quality  especially the bass   ,7
187,   I was blown away by the sound quality of these Sony headphones  the bass is fantastic   ,7
188,   If you re looking for headphones with great audio and deep bass  Sony is the way to go   ,7
189,   The sound quality of Sony headphones is top notch  with clear and powerful bass   ,7
190,   Sony headphones have some of the best bass I ve ever heard in headphones   ,7
191,   The audio quality on these Sony headphones is out of this world  with incredible bass   ,7
192,   The bass on these Sony headphones is simply amazing  you won t be disappointed   ,7
193,   Sony headphones provide an immersive listening experience with rich  deep bass   ,7
194,   The bass on these Sony headphones is powerful and adds depth to all types of music   ,7
195,   The sound quality on these Sony headphones is unbeatable  with rich and full bass   ,7
196,   Sony headphones have the perfect balance of audio quality and bass   ,7
197,   I love my Sony headphones  the audio quality and bass are exceptional   ,7
198,   The bass on these Sony headphones is so good  you can feel it in your bones   ,7
199,   If you want headphones with incredible audio and bass  look no further than Sony   ,7
200,   The bass on these Sony headphones is punchy and powerful  perfect for all genres of music   ,7
201,   I m blown away by the sound quality and bass on these Sony headphones  they re amazing   ,7
202,   Sony headphones offer incredible sound quality and deep  rich bass   ,7
203,   The bass on these Sony headphones is so good  it feels like you re at a live concert   ,7
204,   Sony headphones have some of the best audio quality and bass I ve ever experienced in headphones   ,7
205,   I m so impressed with the audio quality and bass on these Sony headphones  they re truly exceptional   ,7
206,   The bass on these Sony headphones is phenomenal  it really adds to the listening experience   ,7
207,   Sony headphones offer a rich and full audio experience  with amazing bass   ,7
208,   The bass on these Sony headphones is deep and powerful  it really enhances the listening experience   ,7
209,   Sony headphones have a great balance of audio quality and bass  perfect for any music lover   ,7
210,   The audio quality on these Sony headphones is outstanding  with deep and punchy bass   ,7
211,   The bass on these Sony headphones is incredible  it really makes the music come alive   ,7
212,   Sony headphones have a deep  rich bass that adds a new dimension to your favorite songs   ,7
213,   The audio quality and bass on these Sony headphones is simply stunning   ,7
214,   The bass on these Sony headphones is out of this world  it s so powerful and immersive   ,7
215,   Sony headphones provide a high quality audio experience with exceptional bass   ,7
216,   The bass on these Sony headphones is amazing  it really brings out the best in all types of music   ,7
217,   I m blown away by the audio quality and bass on these Sony headphones  they re truly impressive   ,7
218,   The bass on these Sony headphones is deep and resonant  perfect for bass heavy music   ,7
219,   Sony headphones have a powerful and punchy bass that will leave you wanting more   ,7
220,   The audio quality and bass on these Sony headphones is unparalleled  they re simply the best   ,7
221,   The bass on these Sony headphones is so good  you ll feel like you re in the front row of a concert   ,7
222,   Sony headphones offer a truly immersive audio experience  with deep and rich bass   ,7
223,   The bass on these Sony headphones is so good  you ll want to listen to your music all day   ,7
224,   Sony headphones provide an exceptional audio experience with rich and full bass   ,7
225,   The bass on these Sony headphones is unmatched  ,7
226,   I love these Sony headphones  They have amazing audio quality and bass that makes my music sound so much better  They are also very comfortable and easy to use  The noise cancellation is great too  I highly recommend them   ,7
227,   These are the best headphones I ve ever owned  Sony really knows how to make great audio products  The sound is crisp and clear  and the bass is deep and powerful  The battery life is also impressive  and the noise cancellation works very well  They are worth every penny   ,7
228,   I m very disappointed with these Sony headphones  They sound terrible and have no bass at all  They are also very bulky and heavy  and hurt my ears after a while  The noise cancellation is mediocre at best  and sometimes cuts out randomly  I regret buying them   ,7
229,   These Sony headphones are decent  but not great  They have good audio quality and bass  but nothing spectacular  They are also fairly comfortable and easy to pair with my devices  The noise cancellation is okay  but not very effective in loud environments  They are not bad  but not worth the price   ,7
230,   I m very happy with these Sony headphones  They have excellent audio quality and bass that makes me feel like I m in a concert hall  They are also very lightweight and comfortable  and have a sleek design  The noise cancellation is amazing  and blocks out all the unwanted noise  They are the best headphones ever   ,7
231,   These Sony headphones are awful  They have poor audio quality and bass that sounds distorted and muddy  They are also very uncomfortable and hard to adjust  The noise cancellation is terrible  and makes a hissing noise in the background  They are a waste of money   ,7
232,   These Sony headphones are good  but not perfect  They have nice audio quality and bass  but they could be louder and more balanced  They are also comfortable and easy to control with the touch sensors  The noise cancellation is good  but not as good as some other models  They are a solid choice  but not the best   ,7
233,   I hate these Sony headphones  They have horrible audio quality and bass that is barely audible  They are also very flimsy and cheaply made  and broke after a few weeks of use  The noise cancellation is useless  and doesn t block out any noise at all  They are the worst headphones ever   ,7
234,   These Sony headphones are great  They have superb audio quality and bass that is rich and punchy  They are also very durable and well made  and have a long battery life  The noise cancellation is outstanding  and creates a quiet zone around me  They are worth every penny   ,7
235,   These Sony headphones are terrible  They have lousy audio quality and bass that is weak and tinny  They are also very uncomfortable and tight on my head  and cause me headaches  The noise cancellation is poor  and lets in a lot of noise from outside  They are not worth the price   ,7
236,,7
237,,7
238,,7
239,  Disappointed with the flimsy construction of this Sony headphone   ,8
240,     The plastic housing on this Sony headphone feels like it could crack at any moment   ,8
241,     The buttons on this Sony headphone feel loose and cheap   ,8
242,     The handle on this Sony headphone broke after just a few uses   ,8
243,     The paint on this Sony headphone started chipping off after a week   ,8
244,     The Sony headphone grille on this model is made of a flimsy material that easily dents   ,8
245,     The power cord on this Sony headphone is poorly designed and feels like it could snap at any moment   ,8
246,     The seams on this Sony headphone are poorly constructed and don t align properly   ,8
247,     The rubber feet on this Sony headphone fell off after just a few uses   ,8
248,     The build quality on this Sony headphone is terrible  it feels like a toy   ,8
249,     I would not recommend this Sony headphone to anyone due to its poor build quality   ,8
250,     The plastic on this Sony headphone feels like it could melt in high temperatures   ,8
251,     The buttons on this Sony headphone are hard to press and feel like they could break easily   ,8
252,     I was disappointed with the cheap construction of this Sony headphone   ,8
253,     The battery compartment on this Sony headphone is difficult to open and feels like it could break   ,8
254,     The screws on this Sony headphone came loose after just a few uses   ,8
255,     The Sony headphone grill on this model is made of a flimsy material that easily tears   ,8
256,     I can t believe how easily the plastic on this Sony headphone cracked   ,8
257,     The volume knob on this Sony headphone is loose and wobbly   ,8
258,     The plastic on this Sony headphone is thin and feels like it could break with the slightest impact   ,8
259,     This Sony headphone feels poorly put together  like it was assembled haphazardly   ,8
260,     The rubber casing on this Sony headphone started peeling off after just a few weeks   ,8
261,     The charging port on this Sony headphone is poorly designed and difficult to use   ,8
262,     The handle on this Sony headphone broke off after just a few uses   ,8
263,     The build quality on this Sony headphone is subpar  to say the least   ,8
264,     I would not trust this Sony headphone to survive any sort of impact   ,8
265,     The plastic on this Sony headphone is cheap and scratches easily   ,8
266,     I was disappointed with the flimsy construction of this Sony headphone   ,8
267,     The power button on this Sony headphone is difficult to press and feels like it could break easily   ,8
268,     The Sony headphone grille on this model is made of a thin material that easily punctures   ,8
269,     The seams on this Sony headphone are uneven and poorly constructed   ,8
270,     The battery cover on this Sony headphone doesn t fit properly and falls off easily   ,8
271,     The plastic on this Sony headphone is so thin I can see through it   ,8
272,     This Sony headphone feels like it was poorly designed and rushed to market   ,8
273,     The plastic on this Sony headphone is so brittle it shattered when it was dropped   ,8
274,     The power cord on this Sony headphone is too short and feels like it could fray easily   ,8
275,     The build quality on this Sony headphone is just plain bad   ,8
276,     The plastic on this Sony headphone feels like it could break if I look at it the wrong way   ,8
277,     The seams on this Sony headphone are so poorly constructed they re starting to come apart   ,8
278,     The rubber casing on this Sony headphone is peeling off after just a few months   ,8
279,     The charging port on this Sony headphone is loose and doesn t hold the cord securely   ,8
280,     The plastic on this Sony headphone feels like it s going to crack at any moment   ,8
281,     The build quality on this Sony headphone is a joke   ,8
282,     The plastic on this Sony headphone is made of such cheap material that it s starting to warp   ,8
283,     The seams on this Sony headphone are crooked and poorly aligned   ,8
284,     The Sony headphone grille on this model is made of a flimsy material that easily bends   ,8
285,     The buttons on this Sony headphone are poorly placed and feel cheap   ,8
286,     I m disappointed with the poor build quality of this Sony headphone   ,8
287,     The plastic on this Sony headphone is starting to discolor after just a few uses   ,8
288,     The Sony headphone grill on this model is made of a thin material that easily rips   ,8
289,     The battery compartment on this Sony headphone is loose  ,8
290,     I m so disappointed with these JBL Sony headphones  The casing started to crack after just a few weeks    ,8
291,     The JBL Sony headphones were DOA when I received them  The plastic was so flimsy that it cracked during shipping   ,8
292,     I can t believe how cheaply made these JBL Sony headphones are  The wires started to come loose after just a month    ,8
293,     What a piece of junk  The JBL Sony headphones broke after only a week of use    ,8
294,     The build quality on these JBL Sony headphones is terrible  The grill fell off and the wiring is exposed    ,8
295,     The JBL Sony headphones are falling apart after only a few months of use  The plastic is brittle and cracks easily   ,8
296,     These JBL Sony headphones are such a letdown  The plastic casing is warped and the sound quality is terrible    ,8
297,     Save your money  The JBL Sony headphones are poorly made and the connections are loose    ,8
298,     I m extremely disappointed with the build quality of these JBL Sony headphones  The plastic is flimsy and the screws fell out    ,8
299,     The JBL Sony headphones looked nice at first  but after only a few weeks  the plastic casing started to crack    ,8
300,     What a waste of money  The JBL Sony headphones started to rattle after just a few days of use    ,8
301,     I regret buying these JBL Sony headphones  The plastic is cheap and the connections are loose    ,8
302,     The JBL Sony headphones were a complete waste of money  The build quality is terrible and they sound terrible too    ,8
303,     These JBL Sony headphones are falling apart after only a few weeks of use  The wires are exposed and the sound quality is terrible    ,8
304,     I can t believe how poorly made these JBL Sony headphones are  The plastic is brittle and the sound quality is terrible    ,8
305,     Don t waste your money on these JBL Sony headphones  The plastic is cheap and the sound quality is terrible    ,8
306,     I m so disappointed with the build quality of these JBL Sony headphones  The grill fell off after just a month of use    ,8
307,     The JBL Sony headphones are junk  The plastic is cheap and the sound quality is terrible    ,8
308,     Save your money and avoid these JBL Sony headphones  The build quality is terrible and they sound terrible too    ,8
309,     The plastic casing on these JBL Sony headphones is so flimsy  They started to crack after just a few weeks of use    ,8
310,     What a joke  The JBL Sony headphones are so poorly made that they broke after only a few days of use    ,8
311,     These JBL Sony headphones are a complete waste of money  The plastic is cheap and the sound quality is terrible    ,8
312,     I can t believe how badly made these JBL Sony headphones are  The plastic casing is warped and the sound quality is terrible    ,8
313,     I m extremely disappointed with these JBL Sony headphones  The plastic is cheap and the sound quality is terrible    ,8
314,     The JBL Sony headphones started to crack and rattle after only a few weeks of use  Save your money and avoid them    ,8
315,     These JBL Sony headphones are such a disappointment  The build quality is terrible and the sound quality is even worse    ,8
316,     I should have read the reviews before buying these JBL Sony headphones  The plastic is cheap and the sound quality is terrible    ,8
317,     What a letdown  The JBL Sony headphones started to fall apart after only a month of use  ,8
318,     The speker feels very cheaply made and is not durable  ,8
319,     I was very disappointed with the build quality of this spaker  ,8
320,     This speker broke after only a few weeks of use  not worth it  ,8
321,     I would not recommend this product  the build quality is subpar  ,8
322,     The speker is very poorly made and feels like it will break easily  ,8
323,     The buil quality of this spaker is just not good enough  ,8
324,     I expected better from JBL  the build quality is disappointing  ,8
325,     This speker is not sturdy at all  would not recommend  ,8
326,     The spaker feels like it was made from cheap materials  poor build quality  ,8
327,     I regret buying this spaker  the build quality is very bad  ,8
328,     The speker broke after only a few uses  very poor quality  ,8
329,     This speker is not durable and broke easily  waste of money  ,8
330,     I was very unhappy with the build quality of this spaker  ,8
331,     The speker feels flimsy and not well made  would not recommend  ,8
332,     The buil quality of this spekar is not up to standard  ,8
333,     I would not recommend this product  the build is very poor  ,8
334,     The spaker feels like it will break easily  poor build quality  ,8
335,     This speker is not worth the money  the build quality is bad  ,8
336,     I was disappointed with the poor build quality of this spaker  ,8
337,     The speker broke within a few weeks  very poor quality  ,8
338,     This speker is not sturdy at all and feels cheaply made  ,8
339,     I regret buying this spaker  the build quality is terrible  ,8
340,     The buil quality of this speker is just not good  ,8
341,     I would not recommend this product  the build quality is very bad  ,8
342,     The speker feels very flimsy and not well made  ,8
343,     This speker is not durable and broke easily  waste of money  ,8
344,     I was not impressed with the build quality of this spaker  ,8
345,     The speker is poorly made and not worth the money  ,8
346,  I am very impressed with the build quality of these Sony headphones  They feel very sturdy and durable   ,9
347,   These Sony headphones are very well built  I appreciate the attention to detail in their construction   ,9
348,   The build quality of these Sony headphones is excellent  They feel like they will last a long time   ,9
349,   I love the build quality of these Sony headphones  They feel very solid and well made   ,9
350,   The build quality of these Sony headphones is top notch  I can tell that they are built to last   ,9
351,   These Sony headphones are built to last  The build quality is exceptional   ,9
352,   I am very happy with the build quality of these Sony headphones  They feel very premium   ,9
353,   These Sony headphones are very well crafted  The build quality is impressive   ,9
354,   The build quality of these Sony headphones is superb  They feel like a high end product   ,9
355,   I am very satisfied with the build quality of these Sony headphones  They feel very robust   ,9
356,   The build quality of these Sony headphones is outstanding  I am very impressed   ,9
357,   These Sony headphones feel very well built  The attention to detail is evident in their design   ,9
358,   The build quality of these Sony headphones is amazing  They feel like they will withstand a lot of wear and tear   ,9
359,   I love the build quality of these Sony headphones  They feel very high quality   ,9
360,   The build quality of these Sony headphones is exceptional  They are built to last   ,9
361,   I am very pleased with the build quality of these Sony headphones  They feel very durable   ,9
362,   These Sony headphones are very well made  The build quality is impressive   ,9
363,   The build quality of these Sony headphones is top notch  They feel like a premium product   ,9
364,   I am very impressed with the build quality of these Sony headphones  They feel very well crafted   ,9
365,   The build quality of these Sony headphones is superb  They feel like they can withstand a lot of use   ,9
366,   These Sony headphones are built like a tank  The build quality is exceptional   ,9
367,   The attention to detail in the construction of these Sony headphones is remarkable  They feel very well made   ,9
368,   I am very satisfied with the build quality of these Sony headphones  They feel very premium and luxurious   ,9
369,   These Sony headphones feel very solid in my hands  The build quality is top notch   ,9
370,   The build quality of these Sony headphones is impressive  They feel very durable   ,9
371,   I appreciate the high level of craftsmanship that went into building these Sony headphones  The build quality is superb   ,9
372,   These Sony headphones feel very robust and sturdy  The build quality is outstanding   ,9
373,   The build quality of these Sony headphones is excellent  They feel like they are worth the price   ,9
374,   I am very impressed with the build quality of these Sony headphones  They feel like a premium product   ,9
375,   These Sony headphones are built to last  The build quality is exceptional   ,9
376,   The build quality of these Sony headphones is outstanding  I am very happy with my purchase   ,9
377,   These Sony headphones feel very well crafted  The build quality is top notch   ,9
378,   The build quality of these Sony headphones is superb  I am very pleased with my purchase   ,9
379,   These Sony headphones feel very well made  The attention to detail in their construction is impressive   ,9
380,   The build quality of these Sony headphones is excellent  They feel very sturdy and well built   ,9
381,   I am very happy with the build quality of these Sony headphones  They feel like they will last a long time   ,9
382,   These Sony headphones are built with high quality materials  The build quality is exceptional   ,9
383,   The build quality of these Sony headphones is top notch  They feel very solid and well constructed   ,9
384,   I love the build quality of these Sony headphones  They feel like they are worth every penny   ,9
385,   The build quality of these Sony headphones is impressive  They feel very well made   ,9
386,   I am very satisfied with the build quality of these Sony headphones   ,9
387,   These Sony headphones have excellent build quality  I can tell they re made to last   ,9
388,   The materials used to make these Sony headphones are top notch  They feel sturdy and durable   ,9
389,   The build of these Sony headphones is impressive  They don t feel cheap or flimsy at all   ,9
390,   These Sony headphones feel incredibly well made  I can tell they re built to last   ,9
391,   The build quality of these Sony headphones is exceptional  I m very impressed   ,9
392,   These Sony headphones are definitely built to last  The construction is solid   ,9
393,   I m really impressed with the build quality of these Sony headphones  They feel like they re built to last   ,9
394,   Overall  the build quality of these Sony headphones is excellent  They feel like a premium product   ,9
395,   These Sony headphones are well built and feel very sturdy  I have no concerns about their durability   ,9
396,   The build quality of these Sony headphones is impressive  They don t feel like they ll fall apart anytime soon   ,9
